dataset_id,dataset_name,country,basin,product,domain,migration,file_name,format,size_bytes,size_human,size_method,n_files,dims,sample_rate_ms,has_labels,label_type,label_format,label_source,ancillary,license,license_spdx,commercial_ok,redistribution_ok,attribution_required,share_alike,ml_training_ok,usage_basis,access,url,verified,ml_ready,notes
nz-tui-3d,NZ Tui-3D semi-automatic interpretation benchmark,NZ,Taranaki (Tui-3D),facies labels,post-stack,time,Crosslines_NZ_Interpretation_Dataset.zip; Inlines_NZ_Interpretation_Dataset.zip,ZIP,378783319,378.78 MB,api,5,,,yes,facies; horizon,labeled inline/crossline sections,published benchmark authors (New Zealand survey),explicit train/test line lists; Tui-3D_seismic_header.txt (SEG-Y header text),CC BY 4.0,CC-BY-4.0,yes,yes,yes,no,yes,spdx,open-download,https://zenodo.org/records/4153216,yes,5,"DOI 10.5281/zenodo.4153216 (2020-10-29). Crosslines 294,145,386 B; Inlines 84,635,198 B. Ships EXPLICIT train/test line lists (Inline_dataset_train_test_lines.txt 277 B; Crossline_... 199 B) so results are reproducible - rarer than it should be."
thebe-faults,Thebe - largest public field fault dataset,AU,"Carnarvon (Thebe Gas Field, Exmouth Plateau, NW Shelf)",fault labels,post-stack,time,*.npy + *.npz pairs,npy; npz,53090565446,53.09 GB,api,78,1803 x 1537 x 3174,,yes,fault,npz label arrays paired with npy seismic (~487.8 MB each),"expert-labeled, An et al. / University College Dublin","split: first 900 crosslines train, next 200 val, last 703 test",CC0 with additional terms; ships a CC BY 4.0 PDF,CC0-1.0,yes,yes,no,no,yes,spdx,open-download,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/YBYGBK,yes,5,"DOI 10.7910/DVN/YBYGBK, published 2021-05-04, state RELEASED. 1,803 labeled crossline sections of 1737 x 3174. The only large FIELD fault dataset with permissive terms - use it instead of FaultSeg3D if commercial use matters. Cite: An et al., Data in Brief (2021)."
faultseg3d,FaultSeg3D (Wu et al. 2019) - the standard fault baseline,SYNTHETIC,n/a (synthetic),fault labels,synthetic,n/a,train/ and validation/ seis+fault volume pairs,binary volumes,,,,200,128 x 128 x 128 per volume,,yes,fault,binary fault-probability volumes paired 1:1 with seismic,"Xinming Wu et al., forward-modelled synthetic ground truth",pretrained Keras model at drive.google.com/drive/folders/1q8sAoLJgbhYHRubzyqMi9KkTeZWXWtNd,Creative Commons - PERSONAL AND RESEARCH USE ONLY; commercial use requires contacting the authors,,no,unclear,yes,unclear,unclear,licence-text,open-download,https://github.com/xinwucwp/faultSeg,yes,2,"200 synthetic seismic/fault volume pairs (train) plus a validation set. Data on Google Drive: drive.google.com/drive/folders/1FcykAxpqiy2NpLP1icdatrrSQgLRXLP8 - Drive gives no HEAD-able Content-Length, so size_bytes is deliberately EMPTY. HARD COMMERCIAL BLOCKER: 'personal and research use only'. Use the CIG CC-BY-4.0 fault/channel/karst records instead - same author group, permissive licence. Cite: GEOPHYSICS 84(3), IM35-IM45."
strike-slip-flower-faults,Synthetic 3D Seismic Volumes and Fault Labels for Strike-Slip Flower Structures in Carbonate Reservoirs,SYNTHETIC,n/a (synthetic carbonate),fault labels,synthetic,n/a,V1.zip,ZIP,459665659,459.67 MB,api,1,,,yes,fault,paired fault label volumes,"published authors, forward-modelled",,CC BY 4.0,CC-BY-4.0,yes,yes,yes,no,yes,spdx,open-download,https://zenodo.org/records/20130881,yes,5,"DOI 10.5281/zenodo.20130881 (2026-05-12). Small (0.46 GB), labeled, CC-BY-4.0 - a good drop-in FaultSeg3D replacement for the strike-slip/flower-structure case, and commercially clean."
ut-saltblock,U-T training/test data for Saltblock model,SYNTHETIC,n/a (synthetic),velocity model,synthetic,depth,SaltBLOCK.zip.001-.005,ZIP (split archive),3284963484,3.28 GB,api,5,,,yes,velocity model,paired velocity volumes,U-T (University of Texas) velocity-inversion training-set authors,,CC BY 4.0,CC-BY-4.0,yes,yes,yes,no,yes,spdx,open-download,https://zenodo.org/records/7968683,yes,5,"DOI 10.5281/zenodo.7968683. Ready-made train+test split for the Saltblock salt model. Parts: 786,432,000 B x4 + 139,235,484 B. Published 2023-05-25."
ut-sigsbee2a,U-T training/test data for Sigsbee2A model,SYNTHETIC,n/a (synthetic),velocity model,synthetic,depth,Sigsbee2A.zip.001-.003,ZIP (split archive),1907551664,1.91 GB,api,3,,,yes,velocity model,paired velocity volumes,U-T (University of Texas) velocity-inversion training-set authors,,CC BY 4.0,CC-BY-4.0,yes,yes,yes,no,yes,spdx,open-download,https://zenodo.org/records/7967050,yes,5,"DOI 10.5281/zenodo.7967050. Ready-made train+test split for the Sigsbee2A subsalt model. Parts: 838,860,800 + 838,860,800 + 229,830,064 B. IMPORTANT: this is the only LIVE route to Sigsbee2A-derived ML data - the original SMAART JV host delphi.tudelft.nl/SMAART/ no longer resolves (DNS failure) and reproducibility.org/data/sigsbee returns 404. Published 2023-05-24."
ut-layerfault,U-T training/test data for LayerFault model,SYNTHETIC,n/a (synthetic),velocity model,synthetic,depth,LayerFault.zip.001-.004,ZIP (split archive),3268977958,3.27 GB,api,4,,,yes,velocity model,paired velocity volumes,U-T (University of Texas) velocity-inversion training-set authors,,CC BY 4.0,CC-BY-4.0,yes,yes,yes,no,yes,spdx,open-download,https://zenodo.org/records/7968577,yes,5,"DOI 10.5281/zenodo.7968577. Ready-made train+test split for the LayerFault model. Parts: 838,860,800 x3 + 752,395,558 B. Published 2023-05-24."
ut-marmousi-vel-den,U-T training/test data for simultaneous velocity + density inversion,SYNTHETIC,n/a (synthetic),velocity model,synthetic,depth,Marmousi.zip,ZIP (split archive),1777896679,1.78 GB,api,1,,,yes,velocity model,paired velocity volumes,U-T (University of Texas) velocity-inversion training-set authors,,CC BY 4.0,CC-BY-4.0,yes,yes,yes,no,yes,spdx,open-download,https://zenodo.org/records/7965402,yes,5,DOI 10.5281/zenodo.7965402. Ready-made train+test split for simultaneous Vp and density inversion on Marmousi. Multi-parameter (not just velocity) supervision - rarer than single-parameter sets. Published 2023-05-24.
amber-microseismic,AMBER - AI-Ready Downhole Microseismic Benchmark Database,GLOBAL,multiple (downhole microseismic monitoring),pre-stack gather (shot),pre-stack,unmigrated,amber_raw_segys.zip,SEG-Y (in ZIP),20670163819,20.67 GB,api,1,,,partial,event picks (via metadata.csv),CSV join on trace/event id,AMBER authors - picked/curated event catalogue,metadata.csv carries the event and station attributes,CC BY 4.0,CC-BY-4.0,yes,yes,yes,no,yes,spdx,open-download,https://zenodo.org/records/18944111,yes,4,"AMBER = AI-Ready Downhole Microseismic Benchmark Database. DOI 10.5281/zenodo.18944111, published 2026-03-10, CC BY 4.0 - fully commercial-friendly. Record total 34,815,412,026 B (34.82 GB) across 4 files. Rare in shipping the SAME data three ways: raw SEG-Y, a SeisBench-style HDF5, and a PyTorch loader package. The raw SEG-Y tier - use this if you need real headers and native industry format rather than a tensor."
amber-microseismic,AMBER - AI-Ready Downhole Microseismic Benchmark Database,GLOBAL,multiple (downhole microseismic monitoring),pre-stack gather (shot),pre-stack,unmigrated,waveforms.hdf5,HDF5 (SeisBench layout),14081726610,14.08 GB,api,1,,,yes,P/S phase picks; event association,SeisBench HDF5 + metadata.csv,AMBER authors - picked/curated event catalogue,metadata.csv carries the event and station attributes,CC BY 4.0,CC-BY-4.0,yes,yes,yes,no,yes,spdx,open-download,https://zenodo.org/records/18944111,yes,5,"AMBER = AI-Ready Downhole Microseismic Benchmark Database. DOI 10.5281/zenodo.18944111, published 2026-03-10, CC BY 4.0 - fully commercial-friendly. Record total 34,815,412,026 B (34.82 GB) across 4 files. Rare in shipping the SAME data three ways: raw SEG-Y, a SeisBench-style HDF5, and a PyTorch loader package. The ML tier - SeisBench-compatible HDF5, loadable directly by standard phase-picking pipelines. Start here."
amber-microseismic,AMBER - AI-Ready Downhole Microseismic Benchmark Database,GLOBAL,multiple (downhole microseismic monitoring),report,pre-stack,unmigrated,metadata.csv,CSV,19206905,19.21 MB,api,1,,,yes,event/station attributes,CSV,AMBER authors - picked/curated event catalogue,metadata.csv carries the event and station attributes,CC BY 4.0,CC-BY-4.0,yes,yes,yes,no,yes,spdx,open-download,https://zenodo.org/records/18944111,yes,5,"AMBER = AI-Ready Downhole Microseismic Benchmark Database. DOI 10.5281/zenodo.18944111, published 2026-03-10, CC BY 4.0 - fully commercial-friendly. Record total 34,815,412,026 B (34.82 GB) across 4 files. Rare in shipping the SAME data three ways: raw SEG-Y, a SeisBench-style HDF5, and a PyTorch loader package. The label table itself - 19.2 MB of event and station attributes joining the SEG-Y and HDF5 tiers."
amber-microseismic,AMBER - AI-Ready Downhole Microseismic Benchmark Database,GLOBAL,multiple (downhole microseismic monitoring),report,pre-stack,unmigrated,AMBER_Public-0.1.0.zip,ZIP (Python package),44314692,44.31 MB,api,1,,,no,,,AMBER authors - picked/curated event catalogue,metadata.csv carries the event and station attributes,CC BY 4.0,CC-BY-4.0,yes,yes,yes,no,yes,spdx,open-download,https://zenodo.org/records/18944111,yes,5,"AMBER = AI-Ready Downhole Microseismic Benchmark Database. DOI 10.5281/zenodo.18944111, published 2026-03-10, CC BY 4.0 - fully commercial-friendly. Record total 34,815,412,026 B (34.82 GB) across 4 files. Rare in shipping the SAME data three ways: raw SEG-Y, a SeisBench-style HDF5, and a PyTorch loader package. The PyTorch/loader package (v0.1.0), not data. Ships the Dataset classes and splits."
stead,STEAD - STanford EArthquake Dataset,GLOBAL,n/a (earthquake seismology),pre-stack gather (shot),non-seismic,n/a,chunk*.hdf5 + merged.csv,HDF5; CSV,,~70 GB (SeisBench) / ~85 GB commonly quoted,published,1,,,yes,phase picks (P/S); event metadata,HDF5 waveforms + CSV metadata,agency-reviewed analyst picks,~1.2M traces,CC BY 4.0,CC-BY-4.0,yes,yes,yes,no,yes,spdx,open-download,https://github.com/smousavi05/STEAD,yes,4,"EARTHQUAKE seismology, NOT exploration - different sampling, geometry and label semantics; useful for waveform pretraining and transfer, not for imaging. The most-used earthquake ML benchmark. Repo HEAD-verified 200; the HDF5 chunks sit on Google Drive so no Content-Length is available - size_bytes deliberately EMPTY. Cite: Mousavi et al. (2019), DOI 10.1109/ACCESS.2019.2947848."
instance,INSTANCE - The Italian seismic dataset for machine learning,IT,n/a (earthquake seismology),pre-stack gather (shot),non-seismic,n/a,counts and ground-motion HDF5 sets,HDF5; CSV,,~160-310 GB (varies by variant),published,1,,,yes,phase picks (P/S); event metadata,HDF5 waveforms + CSV metadata,agency-reviewed analyst picks,~1.2M traces,CC BY 4.0,CC-BY-4.0,yes,yes,yes,no,yes,spdx,open-download,https://www.pi.ingv.it/instance/,yes,4,"EARTHQUAKE seismology, NOT exploration - different sampling, geometry and label semantics; useful for waveform pretraining and transfer, not for imaging. DOI 10.13127/INSTANCE resolves (302) to the INGV portal - verified live. Ships both counts and ground-motion variants, which is why quoted sizes range ~160-330 GB. Cite: Michelini et al. (2021)."
mlaapde,MLAAPDE - Machine Learning Asset Aggregation of the PDE,GLOBAL,n/a (earthquake seismology),pre-stack gather (shot),non-seismic,n/a,waveform archive + labeled catalog + Python module,HDF5; CSV,,,,1,,,yes,phase picks (P/S); event metadata,HDF5 waveforms + CSV metadata,agency-reviewed analyst picks,~2.5M+ arrivals,US Government Work (USGS - public domain),,yes,yes,no,no,yes,licence-text,open-download,https://www.sciencebase.gov/catalog/item/6127b30fd34e40dd9c05094c,yes,4,"EARTHQUAKE seismology, NOT exploration - different sampling, geometry and label semantics; useful for waveform pretraining and transfer, not for imaging. DOI 10.5066/P96FABIB, USGS NEIC. ScienceBase item verified via API; the catalog page itself lists only update_log.txt and MLAAPDE_Metadata.xml, so the bulk waveforms come through the Python module at code.usgs.gov/ghsc/neic/neic-mlaapde - no HEAD-able bulk URL, size_bytes EMPTY. USGS products are public domain, the most permissive terms in this table."
diting,DiTing - China Seismic Network ML dataset,CN,n/a (earthquake seismology),pre-stack gather (shot),non-seismic,n/a,HDF5 chunks + metadata,HDF5; CSV,,,,1,,,yes,phase picks (P/S); event metadata,HDF5 waveforms + CSV metadata,agency-reviewed analyst picks,~2.7M waveforms,China Earthquake Networks Center terms,,unclear,unclear,unclear,unclear,unclear,unstated,open-registration,https://data.earthquake.cn/,yes,3,"EARTHQUAKE seismology, NOT exploration - different sampling, geometry and label semantics; useful for waveform pretraining and transfer, not for imaging. DOI 10.12080/nedc.11.ds.2022.0002 verified live (302 -> data.earthquake.cn National Earthquake Data Center). Chinese-language portal with a registration step; terms are not an SPDX licence - review before commercial use. Size not published in a machine-readable form, so size_bytes EMPTY."
crew,CREW - Curated Regional Earthquake Waveforms,US,n/a (earthquake seismology),pre-stack gather (shot),non-seismic,n/a,HDF5 + CSV,HDF5; CSV,,~1.1 TB (SeisBench),published,1,,,yes,phase picks (P/S); event metadata,HDF5 waveforms + CSV metadata,agency-reviewed analyst picks,1.6M traces,not stated on the paper landing page,,unclear,unclear,unclear,unclear,unclear,unstated,open-download,https://seismica.library.mcgill.ca/article/view/1049,yes,3,"EARTHQUAKE seismology, NOT exploration - different sampling, geometry and label semantics; useful for waveform pretraining and transfer, not for imaging. Largest of the earthquake benchmarks (~1.1 TB). Only the PAPER DOI (10.26443/seismica.v3i1.1049) was verifiable - it resolves 200. No download host could be confirmed: github.com/AI4EPS/CREW is 404 and huggingface.co/datasets/AI4EPS/CREW returns 401. URL is the paper, NOT a data link. Cite: Aguilar Suarez & Beroza (2024)."
txed,TXED - TeXas earthquake Dataset for ai,US,n/a (earthquake seismology),pre-stack gather (shot),non-seismic,n/a,HDF5 chunks,HDF5; CSV,,~70 GB (SeisBench),published,1,,,yes,phase picks (P/S); event metadata,HDF5 waveforms + CSV metadata,agency-reviewed analyst picks,~500k traces,not stated,,unclear,unclear,unclear,unclear,unclear,unstated,open-download,https://github.com/aaspip/txed,yes,3,"EARTHQUAKE seismology, NOT exploration - different sampling, geometry and label semantics; useful for waveform pretraining and transfer, not for imaging. github.com/chenyk1990/txed redirects (200) to github.com/aaspip/txed - use the aaspip path. Data itself is off-GitHub, so no Content-Length. Cite: Chen et al. (2024), DOI 10.1785/0220230327."
pnw,PNW-ML - Pacific Northwest ML seismic dataset,US,n/a (earthquake seismology),pre-stack gather (shot),non-seismic,n/a,"HDF5 (exotic, comcat and noise subsets)",HDF5; CSV,,,,1,,,yes,phase picks (P/S); event metadata,HDF5 waveforms + CSV metadata,agency-reviewed analyst picks,multiple subsets,not stated,,unclear,unclear,unclear,unclear,unclear,unstated,open-download,https://github.com/niyiyu/PNW-ML,yes,3,"EARTHQUAKE seismology, NOT exploration - different sampling, geometry and label semantics; useful for waveform pretraining and transfer, not for imaging. Repo HEAD-verified 200. Notable for including volcanic/explosion and 'exotic' event classes absent from STEAD, which makes it the better transfer source for non-tectonic microseismicity. Cite: Ni et al. (2023), DOI 10.26443/seismica.v2i1.368."
lendb,LEN-DB - Local earthquakes detection benchmark,GLOBAL,n/a (earthquake seismology),pre-stack gather (shot),non-seismic,n/a,LEN-DB.hdf5,HDF5,18369305424,18.37 GB,api,1,,,yes,phase picks (P/S); event metadata,HDF5 waveforms + CSV metadata,agency-reviewed analyst picks,~1.25M 3-component seismograms,CC BY 4.0,CC-BY-4.0,yes,yes,yes,no,yes,spdx,open-download,https://zenodo.org/records/3648232,yes,5,"EARTHQUAKE seismology, NOT exploration - different sampling, geometry and label semantics; useful for waveform pretraining and transfer, not for imaging. DOI 10.5281/zenodo.3648232. The ONLY earthquake benchmark here with a byte-exact, no-account, CC-BY-4.0 single-file download (18,369,305,424 B). Global scale, balanced earthquake/noise. Cite: Magrini et al. (2020), DOI 10.1016/j.aiig.2020.04.001."
seam,"SEAM Phase I (subsalt, GOM-style)",SYNTHETIC,n/a (synthetic),velocity model,synthetic,depth,,SEG-Y,,subsets range 120 GB to 5.8 TB,published,1,,,yes,velocity model; salt,gridded earth model,SEG Advanced Modeling Corporation,,"SEAM programme terms (open-data tier for students, universities, research labs and startups)",,unclear,unclear,unclear,unclear,unclear,unstated,open-request,https://seg.org/seam/open-data/,no,2,"SEAM = SEG Advanced Modeling. seg.org returns HTTP 403 to every automated fetch (bot protection) and software.seg.org returns HTTP 525, so NOTHING in the SEAM block could be verified first-party - all figures are from search extracts. Open the portal in a real browser. THE headline SEAM model. Largest subset covers a full-fold area of about 11 OCS blocks. Now in the OPEN-DATA tier - free access for students, universities, research labs and STARTUPS, which supersedes the older members/fee-only understanding. Expect an access request form, not a direct download."
seam,SEAM Time Lapse Pilot,SYNTHETIC,n/a (synthetic),4D vintage,synthetic,depth,,SEG-Y,,,,1,,,yes,velocity model; salt,gridded earth model,SEG Advanced Modeling Corporation,,"SEAM programme terms (open-data tier for students, universities, research labs and startups)",,unclear,unclear,unclear,unclear,unclear,unstated,open-request,https://seg.org/seam/open-data/,no,2,"SEAM = SEG Advanced Modeling. seg.org returns HTTP 403 to every automated fetch (bot protection) and software.seg.org returns HTTP 525, so NOTHING in the SEAM block could be verified first-party - all figures are from search extracts. Open the portal in a real browser. Named alongside Phase I as part of the open-access tier. A 4D/time-lapse synthetic - scarce as open data. Size and file list not published."
seam,SEAM Phase II - Foothills,SYNTHETIC,n/a (synthetic),velocity model,synthetic,depth,,SEG-Y,,,,1,,,yes,velocity model; salt,gridded earth model,SEG Advanced Modeling Corporation,,"SEAM programme terms (open-data tier for students, universities, research labs and startups)",,no,unclear,unclear,unclear,unclear,unstated,fee,https://seg.org/seam/data-sets/,no,1,"SEAM = SEG Advanced Modeling. seg.org returns HTTP 403 to every automated fetch (bot protection) and software.seg.org returns HTTP 525, so NOTHING in the SEAM block could be verified first-party - all figures are from search extracts. Open the portal in a real browser. Thrust-belt LAND model (complex near-surface, rugged topography). Size and pricing not published; not named in the open-data tier, so assume fee/membership. Landing page is 403 to automated fetch."
seam,SEAM Phase II - Arid,SYNTHETIC,n/a (synthetic),velocity model,synthetic,depth,,SEG-Y,,,,1,,,yes,velocity model; salt,gridded earth model,SEG Advanced Modeling Corporation,,"SEAM programme terms (open-data tier for students, universities, research labs and startups)",,no,unclear,unclear,unclear,unclear,unstated,fee,https://seg.org/seam/data-sets/,no,1,"SEAM = SEG Advanced Modeling. seg.org returns HTTP 403 to every automated fetch (bot protection) and software.seg.org returns HTTP 525, so NOTHING in the SEAM block could be verified first-party - all figures are from search extracts. Open the portal in a real browser. Desert near-surface model targeting land statics and near-surface velocity problems. Size and pricing not published; not named in the open-data tier."
seam,SEAM Barrett,SYNTHETIC,n/a (synthetic),velocity model,synthetic,depth,,SEG-Y,,,,1,,,yes,velocity model; salt,gridded earth model,SEG Advanced Modeling Corporation,,"SEAM programme terms (open-data tier for students, universities, research labs and startups)",,no,unclear,unclear,unclear,unclear,unstated,fee,https://seg.org/seam/data-sets/,no,1,"SEAM = SEG Advanced Modeling. seg.org returns HTTP 403 to every automated fetch (bot protection) and software.seg.org returns HTTP 525, so NOTHING in the SEAM block could be verified first-party - all figures are from search extracts. Open the portal in a real browser. Listed as a SEAM project; no size, file list or pricing found. Catalogued for completeness only."
seam,SEAM Pressure Prediction,SYNTHETIC,n/a (synthetic),velocity model,synthetic,depth,,SEG-Y,,,,1,,,yes,velocity model; salt,gridded earth model,SEG Advanced Modeling Corporation,,"SEAM programme terms (open-data tier for students, universities, research labs and startups)",,no,unclear,unclear,unclear,unclear,unstated,fee,https://seg.org/seam/data-sets/,no,1,"SEAM = SEG Advanced Modeling. seg.org returns HTTP 403 to every automated fetch (bot protection) and software.seg.org returns HTTP 525, so NOTHING in the SEAM block could be verified first-party - all figures are from search extracts. Open the portal in a real browser. Listed as a SEAM project; no detail found beyond the name. Catalogued for completeness only."
seam,SEAM-derived inversion training set (SFM republication),SYNTHETIC,n/a (synthetic),impedance volume,synthetic,depth,parquet shards,parquet,3442236058,3.44 GB,api,1,224 x 224 patches,,yes,impedance; reflectivity,parquet columns,"Seismic Foundation Model team (Sheng et al.), derived from SEAM",,MIT,MIT,yes,yes,yes,no,yes,spdx,open-download,https://huggingface.co/datasets/porestar/seismicfoundationmodel-inversion-seam,yes,5,"THE practical workaround if SEAM licensing is the blocker: a SEAM-DERIVED inversion training set redistributed under MIT on HuggingFace, byte-exact 3,442,236,058 B, one load_dataset() call, no request form. Note the derivation chain - confirm the redistribution right yourself if this is going into a product."
marmousi-1988,"Original Marmousi (1988 acoustic, IFP)",SYNTHETIC,"n/a (synthetic, Cuanza-Basin-inspired)",velocity model,synthetic,depth,,binary grid / SEG-Y,,,,1,,,yes,velocity model,gridded velocity,IFP (Institut Francais du Petrole),,Unclear (long-standing de-facto open academic circulation),,unclear,unclear,unclear,unclear,unclear,unstated,open-download,,no,3,"URL DELIBERATELY BLANK - there is NO single authoritative live host. The original acoustic Marmousi is bundled as a fixture in Devito, PySIT and Madagascar; take it from one of those packages. If you want a confirmed live authoritative download, use the AGL elastic Marmousi2 row instead (S3, 153,722,387 B, HEAD-verified)."
smaart,SMAART Pluto 1.5,SYNTHETIC,n/a (synthetic GOM subsalt),velocity model,synthetic,depth,,SEG-Y,,,,1,,,yes,velocity model; salt,gridded velocity volume,SMAART JV (Subsalt Multiples Attenuation And Reduction Team),,Maintained and licensed by TNO and Delphi,,unclear,unclear,unclear,unclear,unclear,unstated,open-request,,no,1,"HOST IS DEAD - URL DELIBERATELY BLANK. http://www.delphi.tudelft.nl/SMAART/ fails DNS (curl exit 6 / code 000) and https://reproducibility.org/data/sigsbee returns 404; the widely-cited Madagascar data path is stale. Contact TNO/Delphi directly for the raw models. LIVE SUBSTITUTE: the U-T Zenodo records (CC-BY-4.0, byte-exact) - in particular zenodo.org/records/7967050 for Sigsbee2A-derived ML data. Elastic, released Nov 2000. Realistic free-surface AND internal multiples over a relatively easy-to-image structure - the multiple-attenuation testbed."
smaart,SMAART Sigsbee2A,SYNTHETIC,n/a (synthetic GOM subsalt),velocity model,synthetic,depth,,SEG-Y,,,,1,,,yes,velocity model; salt,gridded velocity volume,SMAART JV (Subsalt Multiples Attenuation And Reduction Team),,Maintained and licensed by TNO and Delphi,,unclear,unclear,unclear,unclear,unclear,unstated,open-request,,no,1,"HOST IS DEAD - URL DELIBERATELY BLANK. http://www.delphi.tudelft.nl/SMAART/ fails DNS (curl exit 6 / code 000) and https://reproducibility.org/data/sigsbee returns 404; the widely-cited Madagascar data path is stale. Contact TNO/Delphi directly for the raw models. LIVE SUBSTITUTE: the U-T Zenodo records (CC-BY-4.0, byte-exact) - in particular zenodo.org/records/7967050 for Sigsbee2A-derived ML data. Constant-density acoustic, Sept 2001. NO free-surface multiples and almost no internal multiples (very low water-bottom contrast), over a hard-to-image subsalt structure. The classic subsalt imaging test."
smaart,SMAART Sigsbee2B,SYNTHETIC,n/a (synthetic GOM subsalt),velocity model,synthetic,depth,,SEG-Y,,,,1,,,yes,velocity model; salt,gridded velocity volume,SMAART JV (Subsalt Multiples Attenuation And Reduction Team),,Maintained and licensed by TNO and Delphi,,unclear,unclear,unclear,unclear,unclear,unstated,open-request,,no,1,"HOST IS DEAD - URL DELIBERATELY BLANK. http://www.delphi.tudelft.nl/SMAART/ fails DNS (curl exit 6 / code 000) and https://reproducibility.org/data/sigsbee returns 404; the widely-cited Madagascar data path is stale. Contact TNO/Delphi directly for the raw models. LIVE SUBSTITUTE: the U-T Zenodo records (CC-BY-4.0, byte-exact) - in particular zenodo.org/records/7967050 for Sigsbee2A-derived ML data. Same structural model as Sigsbee2A but with the water-bottom contrast raised to normal, so it DOES carry significant internal and free-surface multiples. The 2A/2B pair is a controlled multiples experiment."
smaart,SMAART Ziggy,SYNTHETIC,n/a (synthetic GOM subsalt),velocity model,synthetic,depth,,SEG-Y,,,,1,,,yes,velocity model; salt,gridded velocity volume,SMAART JV (Subsalt Multiples Attenuation And Reduction Team),,Maintained and licensed by TNO and Delphi,,unclear,unclear,unclear,unclear,unclear,unstated,open-request,,no,1,"HOST IS DEAD - URL DELIBERATELY BLANK. http://www.delphi.tudelft.nl/SMAART/ fails DNS (curl exit 6 / code 000) and https://reproducibility.org/data/sigsbee returns 404; the widely-cited Madagascar data path is stale. Contact TNO/Delphi directly for the raw models. LIVE SUBSTITUTE: the U-T Zenodo records (CC-BY-4.0, byte-exact) - in particular zenodo.org/records/7967050 for Sigsbee2A-derived ML data. The fourth SMAART model. Least documented of the set; no size or description recovered beyond the name."
tgs-salt,TGS Salt Identification Challenge (Kaggle),MULTI,not disclosed,salt labels,post-stack,time,train.zip; test.zip; train.csv; depths.csv,PNG (in ZIP); CSV,,,,1,101 x 101 image patches,,yes,salt,run-length-encoded masks in train.csv + PNG masks,TGS expert interpretation,depths.csv gives per-image depth,Kaggle competition rules - TGS retains rights; NOT an open licence,,no,unclear,unclear,unclear,unclear,unstated,open-registration,https://www.kaggle.com/c/tgs-salt-identification-challenge/data,no,2,"Size UNVERIFIED and deliberately EMPTY: the Kaggle data page requires authentication and competition-rule acceptance, and an unauthenticated fetch returns only the page title. Download via 'kaggle competitions download -c tgs-salt-identification-challenge' after configuring ~/.kaggle/kaggle.json. COMMERCIAL BLOCKER: competition rules govern reuse - for open-licensed salt masks use the SEG/EAGE salt models or the CIG SaltBody.zip instead."
synthoseis,Synthoseis (Shell sede-open) - synthetic seismic generator,SYNTHETIC,n/a (generator),project bundle,synthetic,n/a,source repository,Python package,,,,1,"configurable via cube_shape = [X, Y, Z]",,yes,facies (lithology); fluid content; closure,generated label volumes paired with generated seismic,generated - you own the ground truth,config examples + rock-property model template,MIT,MIT,yes,yes,yes,no,yes,spdx,open-download,https://github.com/sede-open/synthoseis,yes,4,"GENERATOR, NOT DATA - ships no pre-generated dataset, so size_bytes is EMPTY by nature. Generates pseudo-random synthetic 3D volumes WITH lithology, fluid and closure labels. MIT licence means it SIDESTEPS EVERY LICENCE PROBLEM in this table - the strategic answer to OpenFWI's NonCommercial and FaultSeg3D's research-only terms. CORRECTION to widely repeated notes: this is Shell's sede-open org, NOT Equinor - github.com/equinor/synthoseis is 404. Docs: sede-open.github.io/synthoseis/datagenerator.html. Cite: Merrifield et al. (2022), Interpretation 10(3), SE31-SE39."
karstseg3d,KarstSeg3D (Xinming Wu) - karst segmentation code + data,SYNTHETIC,n/a (synthetic),attribute volume,synthetic,n/a,repository + linked volumes,binary volumes,,,,1,,,yes,karst,paired label volumes,Xinming Wu / CIG,,No LICENSE file in the repository,,unclear,unclear,unclear,unclear,unclear,unstated,open-download,https://github.com/xinwucwp/KarstSeg3D,yes,3,"Wu's GitHub karst segmentation project. NO LICENSE FILE - treat commercial use as unresolved. Prefer the CIG cigKast Zenodo record (zenodo.org/records/4285733, 7.81 GB, CC-BY-4.0, byte-exact) which is the same subject with clean terms."
faultsegplus,faultSegPlus (Xinming Wu) - improved FaultSeg,SYNTHETIC,n/a (synthetic),fault labels,synthetic,n/a,repository + linked volumes,binary volumes,,,,1,,,yes,fault,paired fault volumes,Xinming Wu / CIG,,No LICENSE file in the repository,,unclear,unclear,unclear,unclear,unclear,unstated,open-download,https://github.com/xinwucwp/faultSegPlus,yes,3,"An improved version of faultSeg (Wu et al. 2019). No LICENSE file; the parent FaultSeg3D data is research-use-only, so assume the same restriction applies until the authors say otherwise."
osv,"OSV (Optimal Surface Voting, Xinming Wu) - fault interpretation",SYNTHETIC,n/a (synthetic + field examples),fault labels,synthetic,n/a,repository + example volumes,binary volumes,,,,1,,,yes,fault,fault surfaces / probability volumes,Xinming Wu / CIG,,No LICENSE file in the repository,,unclear,unclear,unclear,unclear,unclear,unstated,open-download,https://github.com/xinwucwp/osv,yes,3,Automatic fault interpretation by optimal surface voting - a classical (non-DL) baseline worth benchmarking DL fault models against. Ships example volumes; no LICENSE file.
